IMG\center_2019_07_14_22_53_43_562.jpg,IMG\left_2019_07_14_22_53_43_562.jpg,IMG\right_2019_07_14_22_53_43_562.jpg,0,0,0,1.877575E-05
IMG\center_2019_07_14_22_53_43_631.jpg,IMG\left_2019_07_14_22_53_43_631.jpg,IMG\right_2019_07_14_22_53_43_631.jpg,0,0,0,3.875408E-06
IMG\center_2019_07_14_22_53_43_707.jpg,IMG\left_2019_07_14_22_53_43_707.jpg,IMG\right_2019_07_14_22_53_43_707.jpg,0,0,0,5.844183E-06
IMG\center_2019_07_14_22_53_43_785.jpg,IMG\left_2019_07_14_22_53_43_785.jpg,IMG\right_2019_07_14_22_53_43_785.jpg,0,0,0,9.348996E-06
IMG\center_2019_07_14_22_53_43_864.jpg,IMG\left_2019_07_14_22_53_43_864.jpg,IMG\right_2019_07_14_22_53_43_864.jpg,0,0,0,1.739363E-05
IMG\center_2019_07_14_22_53_43_937.jpg,IMG\left_2019_07_14_22_53_43_937.jpg,IMG\right_2019_07_14_22_53_43_937.jpg,0,0,0,9.258029E-06
IMG\center_2019_07_14_22_53_44_006.jpg,IMG\left_2019_07_14_22_53_44_006.jpg,IMG\right_2019_07_14_22_53_44_006.jpg,0,0,0,3.624422E-06
IMG\center_2019_07_14_22_53_44_077.jpg,IMG\left_2019_07_14_22_53_44_077.jpg,IMG\right_2019_07_14_22_53_44_077.jpg,0,0,0,1.996534E-05
IMG\center_2019_07_14_22_53_44_145.jpg,IMG\left_2019_07_14_22_53_44_145.jpg,IMG\right_2019_07_14_22_53_44_145.jpg,0,0,0,1.516595E-05
IMG\center_2019_07_14_22_53_44_218.jpg,IMG\left_2019_07_14_22_53_44_218.jpg,IMG\right_2019_07_14_22_53_44_218.jpg,0,0,0,6.759042E-07
IMG\center_2019_07_14_22_53_44_294.jpg,IMG\left_2019_07_14_22_53_44_294.jpg,IMG\right_2019_07_14_22_53_44_294.jpg,0,0,0,1.629972E-05
IMG\center_2019_07_14_22_53_44_365.jpg,IMG\left_2019_07_14_22_53_44_365.jpg,IMG\right_2019_07_14_22_53_44_365.jpg,0,0,0,1.456937E-05
IMG\center_2019_07_14_22_53_44_432.jpg,IMG\left_2019_07_14_22_53_44_432.jpg,IMG\right_2019_07_14_22_53_44_432.jpg,0,0,0,8.719364E-06
IMG\center_2019_07_14_22_53_44_500.jpg,IMG\left_2019_07_14_22_53_44_500.jpg,IMG\right_2019_07_14_22_53_44_500.jpg,0,0,0,2.162189E-05
IMG\center_2019_07_14_22_53_44_569.jpg,IMG\left_2019_07_14_22_53_44_569.jpg,IMG\right_2019_07_14_22_53_44_569.jpg,0,0,0,1.97322E-05
IMG\center_2019_07_14_22_53_44_637.jpg,IMG\left_2019_07_14_22_53_44_637.jpg,IMG\right_2019_07_14_22_53_44_637.jpg,0,0,0,1.938424E-06
IMG\center_2019_07_14_22_53_44_718.jpg,IMG\left_2019_07_14_22_53_44_718.jpg,IMG\right_2019_07_14_22_53_44_718.jpg,0,0,0,2.08186E-05
IMG\center_2019_07_14_22_53_44_792.jpg,IMG\left_2019_07_14_22_53_44_792.jpg,IMG\right_2019_07_14_22_53_44_792.jpg,0,0,0,4.577938E-06
IMG\center_2019_07_14_22_53_44_871.jpg,IMG\left_2019_07_14_22_53_44_871.jpg,IMG\right_2019_07_14_22_53_44_871.jpg,0,0.192196,0,0.1245374
IMG\center_2019_07_14_22_53_44_945.jpg,IMG\left_2019_07_14_22_53_44_945.jpg,IMG\right_2019_07_14_22_53_44_945.jpg,0,0.4543235,0,0.4087552
IMG\center_2019_07_14_22_53_45_019.jpg,IMG\left_2019_07_14_22_53_45_019.jpg,IMG\right_2019_07_14_22_53_45_019.jpg,0,0.5799661,0,0.9155731
IMG\center_2019_07_14_22_53_45_091.jpg,IMG\left_2019_07_14_22_53_45_091.jpg,IMG\right_2019_07_14_22_53_45_091.jpg,0,0.4061882,0,1.26072
IMG\center_2019_07_14_22_53_45_162.jpg,IMG\left_2019_07_14_22_53_45_162.jpg,IMG\right_2019_07_14_22_53_45_162.jpg,0,0.1507988,0,1.457955
IMG\center_2019_07_14_22_53_45_233.jpg,IMG\left_2019_07_14_22_53_45_233.jpg,IMG\right_2019_07_14_22_53_45_233.jpg,0,0.2321896,0,1.600781
IMG\center_2019_07_14_22_53_45_302.jpg,IMG\left_2019_07_14_22_53_45_302.jpg,IMG\right_2019_07_14_22_53_45_302.jpg,0,0.4692045,0,1.937544
IMG\center_2019_07_14_22_53_45_370.jpg,IMG\left_2019_07_14_22_53_45_370.jpg,IMG\right_2019_07_14_22_53_45_370.jpg,0,0.6576415,0,2.337586
IMG\center_2019_07_14_22_53_45_436.jpg,IMG\left_2019_07_14_22_53_45_436.jpg,IMG\right_2019_07_14_22_53_45_436.jpg,0,0.5532613,0,2.977883
IMG\center_2019_07_14_22_53_45_509.jpg,IMG\left_2019_07_14_22_53_45_509.jpg,IMG\right_2019_07_14_22_53_45_509.jpg,0,0.3754806,0,3.264476
IMG\center_2019_07_14_22_53_45_579.jpg,IMG\left_2019_07_14_22_53_45_579.jpg,IMG\right_2019_07_14_22_53_45_579.jpg,-0.05,0.1382232,0,3.462703
IMG\center_2019_07_14_22_53_45_649.jpg,IMG\left_2019_07_14_22_53_45_649.jpg,IMG\right_2019_07_14_22_53_45_649.jpg,-0.2,0,0,3.479187
IMG\center_2019_07_14_22_53_45_725.jpg,IMG\left_2019_07_14_22_53_45_725.jpg,IMG\right_2019_07_14_22_53_45_725.jpg,-0.4,0,0,3.437814
IMG\center_2019_07_14_22_53_45_804.jpg,IMG\left_2019_07_14_22_53_45_804.jpg,IMG\right_2019_07_14_22_53_45_804.jpg,0,0,0,3.399806
IMG\center_2019_07_14_22_53_45_876.jpg,IMG\left_2019_07_14_22_53_45_876.jpg,IMG\right_2019_07_14_22_53_45_876.jpg,0,0,0,3.372391
IMG\center_2019_07_14_22_53_45_943.jpg,IMG\left_2019_07_14_22_53_45_943.jpg,IMG\right_2019_07_14_22_53_45_943.jpg,-0.15,0,0,3.3494
